ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463640.0,Female,No,20.0,No,Entertainment,1.0,Low,4.0,Cat_6,D
463944.0,Male,No,42.0,Yes,Engineer,0.0,Low,3.0,Cat_6,B
467087.0,Female,No,51.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
459719.0,Male,No,81.0,Yes,Homemaker,6.0,Average,2.0,Cat_6,D
467422.0,Female,No,25.0,No,Lawyer,9.0,Average,2.0,Cat_7,A
461792.0,Male,Yes,88.0,Yes,Executive,,Average,3.0,Cat_6,C
459927.0,Male,Yes,33.0,Yes,Homemaker,1.0,Low,2.0,Cat_2,A
459226.0,Male,No,71.0,Yes,Artist,7.0,Low,2.0,Cat_4,D
466969.0,Male,Yes,28.0,Yes,Engineer,1.0,Low,2.0,Cat_6,D
467627.0,Female,No,42.0,Yes,Artist,1.0,Low,1.0,Cat_6,A
459396.0,Female,No,21.0,No,Healthcare,1.0,Average,,Cat_6,A
467152.0,Female,Yes,35.0,Yes,Doctor,3.0,High,3.0,Cat_6,D
462619.0,Female,Yes,71.0,Yes,Doctor,11.0,Average,6.0,Cat_6,C
464793.0,Male,No,47.0,Yes,Executive,1.0,Low,3.0,Cat_6,A
464248.0,Male,Yes,37.0,Yes,Artist,2.0,Average,2.0,Cat_6,D
462032.0,Female,Yes,75.0,Yes,Engineer,1.0,High,5.0,Cat_4,D
462822.0,Male,,29.0,Yes,Artist,,Low,2.0,Cat_3,A
462673.0,Male,No,40.0,No,Artist,1.0,Low,1.0,Cat_3,C
459616.0,Female,No,51.0,Yes,Entertainment,,Low,3.0,Cat_6,C
459481.0,Female,No,23.0,Yes,Healthcare,0.0,High,1.0,Cat_1,D
467615.0,Male,Yes,29.0,No,Lawyer,2.0,Average,5.0,Cat_6,D
459344.0,Female,No,69.0,No,Doctor,5.0,Average,4.0,Cat_6,B
467249.0,Female,No,33.0,Yes,Healthcare,,High,1.0,Cat_6,D
460659.0,Male,No,45.0,No,Artist,0.0,High,3.0,Cat_6,D
463890.0,Female,No,48.0,Yes,Homemaker,1.0,Low,4.0,,D
461376.0,Female,No,38.0,No,Entertainment,0.0,Low,2.0,Cat_6,C
463686.0,Male,Yes,33.0,No,Entertainment,0.0,Average,,Cat_6,C
464586.0,Male,No,40.0,Yes,Doctor,9.0,Average,1.0,Cat_7,B
463974.0,Female,No,50.0,No,Entertainment,1.0,Low,2.0,Cat_6,C
462291.0,Male,Yes,73.0,Yes,Healthcare,9.0,Low,6.0,Cat_6,A
466951.0,Male,Yes,43.0,No,Entertainment,0.0,Low,2.0,Cat_6,D
467164.0,Male,No,30.0,Yes,Engineer,3.0,Low,2.0,Cat_6,D
462152.0,Female,Yes,35.0,No,Entertainment,1.0,High,2.0,Cat_6,D
466933.0,Male,Yes,52.0,Yes,Artist,0.0,Average,,Cat_6,B
465646.0,Female,Yes,72.0,Yes,Entertainment,1.0,Low,2.0,Cat_3,B
461976.0,Female,Yes,43.0,Yes,Lawyer,8.0,Average,1.0,Cat_3,C
461086.0,Male,No,68.0,,Marketing,1.0,Average,1.0,Cat_6,C
460511.0,Male,Yes,39.0,No,Entertainment,0.0,Low,3.0,Cat_4,D
460511.0,Female,No,45.0,No,Healthcare,0.0,Average,1.0,Cat_3,B
459871.0,Female,Yes,22.0,No,Artist,1.0,High,2.0,Cat_6,B
459088.0,Male,No,68.0,Yes,Artist,1.0,Low,4.0,Cat_2,C
461493.0,Female,Yes,61.0,Yes,Healthcare,0.0,Average,1.0,Cat_6,D
460452.0,Male,Yes,21.0,No,Engineer,0.0,Low,8.0,Cat_6,D
461248.0,Female,No,51.0,Yes,Marketing,3.0,High,1.0,Cat_6,A
466223.0,Male,Yes,31.0,No,Artist,0.0,Average,1.0,Cat_6,B
459971.0,Female,No,47.0,Yes,Engineer,6.0,Low,4.0,Cat_2,D
466104.0,Female,Yes,28.0,Yes,Doctor,11.0,High,3.0,Cat_6,B
465801.0,Male,Yes,38.0,Yes,Executive,1.0,Low,4.0,Cat_6,D
465646.0,Female,Yes,61.0,No,Executive,0.0,Average,1.0,Cat_6,D
466153.0,Male,Yes,35.0,Yes,Lawyer,0.0,High,,Cat_4,A
465603.0,Female,Yes,40.0,No,Executive,1.0,Average,5.0,Cat_4,A
463344.0,Male,Yes,72.0,Yes,Artist,1.0,Low,2.0,Cat_6,A
466724.0,Male,No,25.0,Yes,Engineer,0.0,High,1.0,Cat_2,A
460000.0,Male,No,41.0,No,Artist,1.0,Low,3.0,Cat_6,D
464099.0,Male,,72.0,No,Healthcare,11.0,Low,2.0,Cat_4,C
463585.0,Female,Yes,31.0,No,Healthcare,0.0,Average,2.0,Cat_6,D
463106.0,Female,Yes,50.0,Yes,Artist,,Low,5.0,Cat_6,C
464170.0,Male,No,65.0,Yes,Healthcare,1.0,Average,1.0,Cat_6,B
464821.0,Male,Yes,37.0,Yes,Healthcare,10.0,High,4.0,Cat_6,A
460133.0,Male,No,48.0,No,,8.0,Low,4.0,Cat_6,C
462013.0,Male,No,45.0,No,Lawyer,2.0,Low,2.0,Cat_3,A
459002.0,Male,Yes,40.0,Yes,Artist,1.0,Average,4.0,Cat_6,A
461044.0,Female,No,62.0,No,Artist,0.0,Low,4.0,Cat_3,C
459093.0,Male,No,37.0,No,Artist,1.0,Low,4.0,Cat_6,D
466498.0,Male,No,37.0,No,Healthcare,,Low,4.0,Cat_3,C
462621.0,Male,Yes,33.0,Yes,Healthcare,0.0,Low,3.0,Cat_3,C
463073.0,Female,No,22.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
467592.0,Male,Yes,76.0,Yes,Artist,2.0,Low,3.0,Cat_6,A
467115.0,Female,Yes,39.0,Yes,Executive,1.0,Low,2.0,Cat_2,C
463252.0,Female,No,62.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
463003.0,Male,No,55.0,Yes,Healthcare,1.0,Average,6.0,Cat_6,C
467094.0,Female,Yes,51.0,No,Artist,3.0,Low,7.0,Cat_6,D
462230.0,Male,No,49.0,Yes,Engineer,1.0,Low,4.0,Cat_6,C
463709.0,Male,No,32.0,No,Lawyer,0.0,Low,2.0,Cat_6,B
466681.0,Male,Yes,65.0,Yes,Artist,9.0,Low,2.0,Cat_6,A
464562.0,Male,Yes,27.0,No,Executive,5.0,High,5.0,Cat_6,B
459393.0,Female,Yes,48.0,Yes,Lawyer,8.0,Low,2.0,Cat_6,A
462711.0,Male,No,35.0,Yes,Healthcare,1.0,Average,4.0,Cat_6,C
467711.0,Male,Yes,23.0,Yes,Artist,9.0,High,2.0,Cat_3,C
461059.0,Male,No,49.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
467015.0,Female,Yes,27.0,Yes,Entertainment,1.0,High,2.0,Cat_6,C
464772.0,Male,No,21.0,Yes,Healthcare,8.0,Low,4.0,Cat_4,A
459793.0,Male,No,31.0,Yes,Engineer,1.0,Low,3.0,Cat_4,C
466046.0,Male,Yes,35.0,No,Executive,3.0,Low,3.0,Cat_4,D
467537.0,Male,Yes,30.0,Yes,Artist,1.0,Average,5.0,Cat_6,B
461163.0,Female,Yes,88.0,Yes,Doctor,0.0,Low,3.0,Cat_6,A
460891.0,Female,No,18.0,Yes,Artist,1.0,Low,2.0,Cat_6,B
462457.0,Male,No,19.0,No,Healthcare,11.0,Low,1.0,Cat_6,A
463680.0,Female,Yes,74.0,Yes,Artist,4.0,Low,5.0,Cat_6,C
462870.0,Male,No,50.0,No,Doctor,1.0,Low,2.0,Cat_6,B
463357.0,Female,No,66.0,Yes,Entertainment,5.0,Average,3.0,Cat_6,A
467825.0,Male,Yes,50.0,No,Engineer,1.0,Low,2.0,Cat_6,C
465364.0,Male,No,58.0,Yes,Healthcare,9.0,Average,3.0,Cat_4,A
463952.0,Male,Yes,33.0,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
466613.0,Male,Yes,74.0,Yes,Lawyer,7.0,Low,6.0,Cat_6,D
460520.0,Male,No,74.0,Yes,Executive,1.0,Low,4.0,Cat_6,D
467148.0,Male,No,28.0,Yes,Entertainment,,Low,2.0,Cat_6,C
463845.0,Female,Yes,58.0,No,Healthcare,9.0,Average,4.0,Cat_6,A
466039.0,Male,Yes,20.0,No,Artist,0.0,Low,8.0,Cat_6,C
467915.0,Female,Yes,68.0,Yes,Healthcare,8.0,Low,4.0,Cat_6,C
467872.0,Male,No,69.0,Yes,Artist,0.0,Average,1.0,Cat_6,D
462013.0,Male,No,29.0,Yes,Artist,1.0,Average,,Cat_6,A
466731.0,Male,Yes,42.0,Yes,Engineer,0.0,Low,4.0,Cat_2,A
460100.0,Male,No,28.0,,Executive,3.0,Low,2.0,Cat_6,A
464111.0,Female,Yes,27.0,Yes,Healthcare,0.0,Low,3.0,Cat_3,A
459712.0,Male,Yes,40.0,No,Engineer,3.0,Low,2.0,Cat_6,C
465683.0,Male,Yes,27.0,No,Artist,4.0,Low,3.0,Cat_3,C
461608.0,Male,Yes,33.0,Yes,Marketing,0.0,Average,4.0,Cat_6,D
465331.0,Female,Yes,40.0,No,Entertainment,11.0,Low,5.0,Cat_4,B
467174.0,Male,Yes,38.0,No,Lawyer,1.0,Low,1.0,Cat_6,C
463378.0,Male,No,39.0,No,Engineer,,High,4.0,Cat_6,D
462241.0,Male,Yes,45.0,No,Marketing,1.0,Low,1.0,Cat_6,C
464749.0,Male,Yes,52.0,Yes,Healthcare,9.0,Low,3.0,Cat_6,C
466141.0,Female,Yes,22.0,Yes,Artist,0.0,High,1.0,Cat_6,B
464905.0,Female,Yes,31.0,Yes,Lawyer,9.0,High,1.0,Cat_3,D
467900.0,Female,No,39.0,No,Homemaker,9.0,Average,1.0,Cat_4,C
462530.0,Female,No,27.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
464604.0,Female,Yes,47.0,Yes,Artist,1.0,High,1.0,Cat_6,C
466117.0,Female,Yes,25.0,No,Engineer,1.0,Low,1.0,Cat_6,B
465078.0,Male,Yes,35.0,Yes,Doctor,1.0,Average,2.0,Cat_6,D
466338.0,Male,Yes,63.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
459213.0,Female,No,20.0,No,Artist,14.0,Low,3.0,Cat_6,D
466089.0,Male,No,25.0,Yes,Engineer,1.0,Average,2.0,Cat_4,A
463094.0,Male,Yes,41.0,Yes,Entertainment,1.0,Average,1.0,Cat_6,C
461497.0,Female,Yes,28.0,No,Artist,0.0,Low,3.0,Cat_6,D
463514.0,Male,Yes,31.0,No,Marketing,0.0,Average,1.0,Cat_7,D
462221.0,Female,Yes,48.0,No,Executive,,Low,2.0,Cat_4,A
465551.0,Female,Yes,35.0,Yes,Doctor,0.0,Low,2.0,Cat_6,C
467501.0,Female,Yes,37.0,Yes,Artist,6.0,Average,5.0,Cat_4,A
465246.0,Male,No,18.0,Yes,Artist,,Low,2.0,Cat_6,D
467459.0,Male,Yes,57.0,No,Artist,1.0,Low,,Cat_4,D
464848.0,Female,No,23.0,No,Artist,8.0,Low,5.0,Cat_3,B
467731.0,Male,Yes,45.0,No,Healthcare,0.0,High,1.0,Cat_2,A
461533.0,Male,Yes,58.0,Yes,Doctor,2.0,Low,,Cat_6,C
464223.0,Male,No,33.0,Yes,Healthcare,9.0,Average,2.0,Cat_3,A
461284.0,Male,No,35.0,No,Doctor,0.0,Low,2.0,Cat_6,C
466724.0,Female,Yes,84.0,Yes,Homemaker,3.0,Low,6.0,Cat_6,B
460360.0,Male,No,25.0,Yes,Doctor,1.0,Low,3.0,Cat_3,A
461334.0,Male,No,26.0,Yes,Artist,0.0,Low,1.0,Cat_2,D
461359.0,Male,No,37.0,Yes,Artist,0.0,Average,1.0,Cat_4,B
463090.0,Female,Yes,32.0,No,Doctor,,Low,1.0,Cat_6,D
459580.0,Female,No,66.0,Yes,Engineer,8.0,Low,6.0,Cat_6,D
462024.0,Male,Yes,61.0,Yes,Engineer,4.0,Average,4.0,Cat_6,D
463879.0,Female,Yes,46.0,No,Entertainment,6.0,Low,2.0,Cat_6,B
465716.0,Female,No,28.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
467600.0,Male,Yes,50.0,Yes,Artist,0.0,Average,1.0,Cat_6,A
460524.0,Male,Yes,69.0,Yes,Healthcare,10.0,Average,1.0,Cat_6,D
463155.0,Female,Yes,29.0,Yes,Marketing,0.0,Average,,Cat_6,C
465345.0,Male,Yes,55.0,Yes,Artist,1.0,Low,3.0,Cat_6,A
465497.0,Male,No,42.0,Yes,Artist,7.0,Low,3.0,Cat_6,B
465681.0,Female,No,31.0,No,Executive,8.0,Low,4.0,Cat_6,D
463025.0,Male,No,26.0,Yes,Doctor,1.0,High,2.0,Cat_6,B
466314.0,Male,Yes,38.0,Yes,Marketing,13.0,High,1.0,Cat_6,A
459234.0,Male,Yes,33.0,No,Healthcare,0.0,Low,1.0,Cat_6,B
461639.0,Male,No,40.0,Yes,Artist,0.0,Low,3.0,Cat_6,B
459438.0,Female,Yes,53.0,Yes,Homemaker,0.0,Low,1.0,Cat_4,A
466109.0,Male,Yes,55.0,Yes,Artist,0.0,Average,4.0,Cat_3,D
461846.0,Female,Yes,36.0,No,Healthcare,2.0,Low,3.0,Cat_6,C
460974.0,Male,No,23.0,Yes,Doctor,6.0,Low,3.0,Cat_6,C
461345.0,Female,Yes,19.0,Yes,Artist,0.0,Low,5.0,Cat_6,C
463052.0,Male,Yes,50.0,Yes,Healthcare,,High,3.0,Cat_6,C
465125.0,Female,Yes,29.0,No,Marketing,1.0,Average,3.0,Cat_6,A
463546.0,Male,Yes,45.0,Yes,Doctor,1.0,Low,3.0,Cat_6,A
459488.0,Male,Yes,80.0,No,Artist,9.0,Low,5.0,Cat_6,A
459983.0,Male,Yes,20.0,Yes,Artist,0.0,Low,3.0,Cat_6,C
465973.0,Male,No,65.0,Yes,Engineer,,Average,3.0,Cat_6,C
461487.0,Female,Yes,43.0,Yes,Healthcare,1.0,Average,2.0,Cat_6,B
465231.0,Female,No,32.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
466856.0,Male,Yes,67.0,Yes,Lawyer,6.0,Average,2.0,Cat_3,C
467647.0,Male,Yes,51.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
461936.0,Male,No,49.0,No,Entertainment,0.0,Low,1.0,Cat_6,C
460029.0,Female,No,33.0,Yes,Doctor,1.0,Average,3.0,Cat_4,B
467682.0,Female,Yes,68.0,No,Entertainment,2.0,Low,3.0,Cat_4,D
465595.0,Male,No,41.0,Yes,Artist,0.0,High,1.0,Cat_3,A
461319.0,Male,Yes,41.0,Yes,Artist,,Low,4.0,Cat_6,A
460599.0,Female,Yes,32.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
467366.0,Male,Yes,88.0,Yes,Engineer,7.0,Average,4.0,Cat_6,D
462855.0,Male,Yes,55.0,No,Artist,,Low,8.0,Cat_6,B
461524.0,Male,Yes,71.0,No,Entertainment,0.0,High,1.0,Cat_6,D
467974.0,Male,Yes,82.0,No,Executive,,Low,1.0,Cat_4,B
465341.0,Male,Yes,53.0,Yes,Lawyer,1.0,Low,3.0,Cat_6,C
463140.0,Male,No,51.0,No,Marketing,0.0,Low,4.0,Cat_6,C
460528.0,Male,Yes,32.0,Yes,Entertainment,1.0,Low,4.0,Cat_6,C
461669.0,Female,No,62.0,Yes,Entertainment,1.0,Average,1.0,Cat_6,C
463245.0,Female,Yes,58.0,No,Marketing,0.0,High,4.0,Cat_6,A
466046.0,Female,Yes,53.0,Yes,Engineer,0.0,Average,2.0,Cat_6,C
466045.0,Female,Yes,71.0,No,Artist,0.0,Low,2.0,Cat_6,D
463392.0,Female,No,48.0,Yes,Artist,3.0,Low,5.0,Cat_6,B
465601.0,Female,Yes,38.0,No,Lawyer,,Low,2.0,Cat_3,A
467636.0,Female,Yes,43.0,Yes,Doctor,9.0,Average,4.0,Cat_6,D
467354.0,Female,No,59.0,Yes,Engineer,1.0,High,2.0,Cat_7,C
464740.0,Female,No,68.0,No,Executive,1.0,Low,2.0,Cat_6,C
465447.0,Male,Yes,20.0,Yes,Lawyer,8.0,Low,4.0,Cat_4,B
461752.0,Female,Yes,23.0,No,Doctor,8.0,High,2.0,Cat_6,D
464397.0,Female,No,35.0,Yes,Healthcare,9.0,Average,3.0,Cat_6,D
464757.0,Female,Yes,23.0,Yes,Engineer,0.0,High,,Cat_6,A
466732.0,Female,Yes,26.0,Yes,Lawyer,8.0,Low,5.0,Cat_4,D
465447.0,Male,Yes,57.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
462062.0,Female,No,53.0,Yes,Entertainment,0.0,Average,4.0,Cat_6,D
465564.0,Female,No,27.0,Yes,,0.0,Low,5.0,Cat_6,C
463276.0,Male,Yes,56.0,Yes,Artist,2.0,Low,2.0,Cat_6,A
467586.0,Female,Yes,60.0,No,Artist,3.0,Low,3.0,Cat_1,C
463640.0,Female,Yes,26.0,Yes,Doctor,1.0,High,5.0,Cat_6,C
459764.0,Female,Yes,66.0,No,Homemaker,1.0,Average,4.0,Cat_6,B
463081.0,Female,Yes,32.0,No,Entertainment,2.0,Low,1.0,Cat_4,C
460183.0,Male,No,48.0,Yes,Artist,,Average,2.0,Cat_4,C
464584.0,Female,Yes,29.0,No,Executive,6.0,High,1.0,Cat_6,A
465596.0,Female,No,36.0,No,Healthcare,0.0,High,4.0,Cat_3,A
463094.0,Male,No,35.0,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
460494.0,Male,No,25.0,No,Entertainment,0.0,Low,1.0,Cat_6,C
462996.0,Female,No,51.0,Yes,Artist,9.0,Average,4.0,Cat_6,C
460033.0,Female,Yes,32.0,Yes,Engineer,1.0,Low,3.0,Cat_2,B
464179.0,Male,Yes,37.0,Yes,Artist,0.0,Average,1.0,Cat_6,C
462853.0,Male,Yes,32.0,No,Executive,1.0,Low,5.0,Cat_4,D
466101.0,Male,Yes,20.0,No,Entertainment,4.0,Low,4.0,Cat_6,A
464135.0,Male,Yes,31.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
463373.0,Female,No,35.0,No,Engineer,0.0,Low,3.0,Cat_5,D
463275.0,Female,No,49.0,Yes,Lawyer,1.0,High,3.0,Cat_6,D
464966.0,Male,No,25.0,No,Doctor,1.0,High,3.0,Cat_6,C
463671.0,Male,Yes,35.0,Yes,Artist,9.0,Average,6.0,Cat_6,C
460920.0,Male,No,48.0,Yes,Artist,1.0,Low,8.0,Cat_4,A
467861.0,Male,Yes,40.0,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
464226.0,Female,No,33.0,,Artist,9.0,Low,3.0,Cat_7,D
463249.0,Male,Yes,56.0,Yes,Artist,,Low,2.0,Cat_6,C
467022.0,Male,No,42.0,Yes,Lawyer,,Low,,Cat_3,B
467335.0,Male,Yes,38.0,Yes,Artist,9.0,High,5.0,Cat_3,C
459538.0,Female,Yes,36.0,Yes,Artist,1.0,Average,1.0,Cat_6,A
459104.0,Female,No,50.0,No,,6.0,Low,4.0,Cat_6,D
460315.0,Male,No,56.0,No,Artist,1.0,Average,2.0,Cat_3,B
462407.0,Male,Yes,47.0,Yes,Artist,1.0,Low,3.0,Cat_6,A
464359.0,Female,No,30.0,No,Artist,4.0,Low,4.0,Cat_4,C
467357.0,Female,No,42.0,Yes,Artist,1.0,High,3.0,Cat_2,D
462220.0,Male,Yes,65.0,Yes,Entertainment,1.0,Average,2.0,Cat_6,D
465266.0,Male,No,40.0,Yes,Artist,1.0,Average,1.0,Cat_6,B
463025.0,Male,No,48.0,Yes,Doctor,,High,2.0,Cat_6,D
462984.0,Male,No,53.0,No,Marketing,1.0,Average,2.0,Cat_4,B
463323.0,Female,Yes,41.0,No,Engineer,0.0,Low,3.0,Cat_6,C
467129.0,Male,No,45.0,No,Entertainment,8.0,Low,2.0,Cat_6,A
461844.0,Female,Yes,35.0,Yes,Healthcare,0.0,High,3.0,Cat_6,C
460621.0,Female,Yes,63.0,Yes,Executive,6.0,Low,2.0,Cat_6,D
462670.0,Female,Yes,36.0,No,Healthcare,,Low,4.0,Cat_6,D
467294.0,Male,No,25.0,Yes,Doctor,9.0,Low,2.0,Cat_6,C
467444.0,Male,Yes,49.0,No,Artist,1.0,High,2.0,Cat_6,D
459564.0,Male,Yes,61.0,Yes,Executive,5.0,Low,6.0,Cat_4,C
462758.0,Male,Yes,81.0,No,Executive,5.0,Low,2.0,Cat_6,B
465783.0,Male,Yes,41.0,No,Healthcare,,Low,3.0,Cat_2,A
465252.0,Female,No,35.0,No,Entertainment,0.0,Low,3.0,Cat_6,A
462711.0,Male,No,31.0,Yes,Lawyer,7.0,Average,9.0,Cat_6,C
460818.0,Female,Yes,25.0,No,Healthcare,0.0,Low,1.0,Cat_2,D
461633.0,Male,No,61.0,Yes,Healthcare,0.0,High,2.0,Cat_4,B
461116.0,Female,Yes,27.0,Yes,Entertainment,4.0,Low,2.0,Cat_6,A
467653.0,Female,No,29.0,Yes,Entertainment,0.0,Average,,Cat_6,A
466143.0,Female,Yes,70.0,Yes,Healthcare,,High,,Cat_6,D
467493.0,Male,Yes,37.0,Yes,Lawyer,0.0,Low,9.0,Cat_6,C
465717.0,Female,Yes,67.0,Yes,Healthcare,9.0,High,3.0,Cat_6,B
460752.0,Female,No,28.0,No,Entertainment,2.0,Low,2.0,Cat_6,D
466777.0,Male,No,39.0,No,Executive,4.0,Average,1.0,Cat_4,D
466536.0,Male,Yes,36.0,No,Artist,0.0,Low,4.0,Cat_7,D
467706.0,Female,Yes,22.0,Yes,Healthcare,1.0,Low,6.0,Cat_6,B
463194.0,Male,Yes,39.0,No,Doctor,1.0,Average,2.0,Cat_6,A
464613.0,Female,No,50.0,No,Artist,6.0,Low,4.0,Cat_6,D
465266.0,Female,Yes,39.0,Yes,Engineer,0.0,High,1.0,Cat_6,D
463537.0,Male,Yes,29.0,Yes,Healthcare,1.0,High,2.0,Cat_6,D
463155.0,Female,Yes,60.0,Yes,Homemaker,0.0,Low,1.0,Cat_6,A
467566.0,Female,Yes,49.0,Yes,Engineer,1.0,Low,1.0,Cat_6,C
460869.0,Female,Yes,26.0,Yes,Artist,1.0,Low,4.0,Cat_6,A
465828.0,Male,No,27.0,Yes,Entertainment,0.0,Low,1.0,Cat_4,B
463405.0,Female,Yes,19.0,No,Artist,9.0,Low,8.0,Cat_3,C
460452.0,Male,No,30.0,No,Healthcare,0.0,High,,Cat_6,C
464566.0,Female,Yes,27.0,Yes,Artist,1.0,Low,4.0,Cat_6,A
463012.0,Female,No,41.0,Yes,Entertainment,1.0,High,2.0,Cat_4,D
462133.0,Male,Yes,65.0,Yes,Engineer,0.0,Low,1.0,Cat_6,B
466374.0,Male,No,20.0,No,Homemaker,8.0,Low,1.0,Cat_6,D
460468.0,Male,Yes,63.0,Yes,Artist,1.0,Low,3.0,Cat_3,C
467095.0,Male,Yes,51.0,Yes,Healthcare,,Low,1.0,Cat_6,C
459975.0,Male,Yes,33.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
466775.0,Male,No,19.0,Yes,Artist,4.0,Average,2.0,Cat_4,C
465540.0,Male,No,28.0,Yes,Artist,8.0,Low,1.0,Cat_3,A
465116.0,Male,Yes,35.0,Yes,Healthcare,2.0,Low,2.0,Cat_6,B
466624.0,Female,Yes,35.0,No,Artist,8.0,Low,6.0,Cat_2,B
464125.0,Female,Yes,72.0,Yes,Artist,0.0,Low,6.0,Cat_6,D
459717.0,Female,Yes,19.0,No,Executive,1.0,High,,Cat_6,C
466603.0,Male,No,40.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
467846.0,Male,No,23.0,No,Executive,3.0,Low,3.0,Cat_6,D
466926.0,Female,No,19.0,Yes,Entertainment,0.0,Average,2.0,Cat_4,D
466455.0,Male,Yes,33.0,Yes,,1.0,Average,,Cat_6,A
464346.0,Female,No,43.0,No,Healthcare,0.0,Average,2.0,Cat_2,D
467711.0,Male,No,65.0,Yes,Entertainment,0.0,Low,4.0,Cat_3,D
460565.0,Female,No,27.0,No,Healthcare,0.0,Low,2.0,Cat_6,C
461793.0,Male,No,53.0,Yes,Healthcare,4.0,Average,1.0,Cat_6,C
464178.0,Male,No,42.0,No,Artist,1.0,Low,1.0,Cat_6,B
461248.0,Female,Yes,43.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
465260.0,Male,Yes,80.0,Yes,,6.0,Low,2.0,Cat_6,B
461755.0,Male,No,33.0,Yes,Lawyer,0.0,Average,4.0,Cat_6,C
463133.0,Female,No,48.0,Yes,Lawyer,0.0,Low,6.0,Cat_6,A
464238.0,Female,No,81.0,No,Artist,0.0,Average,4.0,Cat_6,B
463133.0,Male,No,63.0,Yes,Healthcare,0.0,Low,4.0,,D
463614.0,Male,Yes,63.0,Yes,Healthcare,5.0,Low,5.0,Cat_6,D
467264.0,Male,No,38.0,No,Engineer,1.0,Low,6.0,Cat_6,C
465299.0,Male,Yes,39.0,Yes,Artist,0.0,Low,1.0,Cat_3,C
463696.0,Male,Yes,38.0,Yes,Healthcare,9.0,High,1.0,Cat_4,D
465730.0,Female,Yes,33.0,No,Artist,1.0,High,4.0,Cat_6,C
465235.0,Male,No,37.0,No,Entertainment,1.0,High,1.0,Cat_6,D
465281.0,Female,No,52.0,No,Healthcare,1.0,Low,8.0,Cat_2,C
465259.0,Male,Yes,48.0,Yes,Artist,4.0,Average,1.0,Cat_3,B
467493.0,Male,Yes,20.0,Yes,Entertainment,4.0,Low,3.0,Cat_6,D
465225.0,Female,No,45.0,No,Artist,,Average,1.0,Cat_6,D
465897.0,Male,No,39.0,No,Healthcare,2.0,Low,3.0,Cat_2,A
465088.0,Male,No,50.0,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
460749.0,Female,Yes,27.0,No,Artist,1.0,Average,2.0,Cat_6,A
459247.0,Male,No,25.0,No,Executive,1.0,Average,4.0,Cat_6,D
460777.0,Female,No,49.0,No,Executive,1.0,High,2.0,Cat_6,D
465662.0,Male,Yes,36.0,No,Engineer,1.0,Average,3.0,Cat_3,D
460930.0,Male,Yes,50.0,No,Homemaker,1.0,Low,1.0,Cat_6,C
463982.0,Female,Yes,26.0,No,Doctor,1.0,High,2.0,Cat_6,D
463383.0,Male,No,60.0,Yes,Entertainment,1.0,Low,5.0,Cat_2,D
466512.0,Male,No,45.0,No,Engineer,0.0,Low,2.0,Cat_4,B
462712.0,Female,No,42.0,Yes,Healthcare,1.0,Average,4.0,Cat_6,B
465417.0,Male,Yes,55.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
463557.0,Male,No,43.0,,Lawyer,0.0,Low,1.0,Cat_1,A
460989.0,Female,Yes,32.0,Yes,Artist,1.0,High,4.0,Cat_6,D
460943.0,Male,Yes,48.0,Yes,Artist,0.0,Average,5.0,Cat_6,D
461915.0,Male,No,42.0,Yes,Entertainment,6.0,Average,9.0,Cat_6,C
465791.0,Female,No,41.0,Yes,Engineer,1.0,Low,3.0,Cat_6,A
461894.0,Male,Yes,67.0,Yes,Doctor,2.0,Low,4.0,Cat_6,C
462176.0,Male,Yes,50.0,No,Executive,9.0,Low,4.0,Cat_6,C
460593.0,Female,Yes,60.0,Yes,Doctor,0.0,Low,5.0,Cat_6,A
462631.0,Male,No,27.0,No,Homemaker,1.0,Low,2.0,Cat_6,B
464421.0,Male,No,29.0,No,Entertainment,,Low,1.0,Cat_6,A
466223.0,Female,No,26.0,No,Homemaker,7.0,Low,2.0,Cat_3,B
459474.0,Male,Yes,83.0,Yes,Artist,0.0,Low,3.0,Cat_6,D
460803.0,Female,Yes,48.0,Yes,Healthcare,2.0,Low,2.0,Cat_6,D
461128.0,Male,No,36.0,No,Marketing,0.0,Low,2.0,Cat_6,C
